ID,Sender ID,Cl ID,Status,Created At,Updated At,Sender ID Type
1297,Awe Nyami,10425,block,2022-12-08T11:58:22Z,2022-12-08T11:58:22Z,sms
1298,Awen Yami,10425,unblock,2022-12-08T12:28:01Z,2022-12-08T12:28:01Z,sms
1299,BMUSOMRXXX,9292,unblock,2022-12-09T07:52:26Z,2022-12-09T07:52:26Z,sms
1300,BARCLAYS,9292,unblock,2022-12-09T08:07:43Z,2022-12-09T08:07:43Z,sms
1301,OCEAN FARE,10096,unblock,2022-12-13T12:10:16Z,2022-12-13T12:10:16Z,sms
1302,RCI-ACP,10443,unblock,2022-12-15T08:31:22Z,2022-12-15T08:31:22Z,sms
1303,Matthew Stevens,9292,unblock,2022-12-18T15:13:25Z,2022-12-18T15:13:25Z,email
1304,SEVOPOLL,10453,unblock,2022-12-19T11:22:32Z,2022-12-19T11:22:32Z,sms
1305,GPHA EYE,9060,unblock,2022-12-20T09:45:03Z,2022-12-20T09:45:03Z,sms
1306,SHAPEHEALTH,10459,unblock,2022-12-21T11:45:07Z,2022-12-21T11:45:07Z,sms
1307,SHAPE HMC,10459,unblock,2022-12-21T11:51:33Z,2022-12-21T11:51:33Z,sms
1308,IMGStudios,9761,unblock,2022-12-21T12:38:36Z,2022-12-21T12:38:36Z,sms
1309,AFRIPLAY,10460,unblock,2022-12-21T12:41:57Z,2022-12-21T12:41:57Z,sms
1310,IMGStudios,10098,unblock,2022-12-21T20:20:56Z,2022-12-21T20:20:56Z,sms
1311,GHG COMPANY,10261,unblock,2022-12-23T12:12:43Z,2022-12-23T12:12:43Z,sms
1312,MGL SUPPLY,10261,unblock,2022-12-23T12:24:45Z,2022-12-23T12:24:45Z,sms
1313,AwenYamMemo,10425,pending,2022-12-24T20:42:40Z,2022-12-24T20:42:40Z,sms
1314,Memo,10425,unblock,2022-12-24T21:00:17Z,2022-12-24T21:00:17Z,sms
1315,RoyalHouse,10443,block,2022-12-25T05:03:04Z,2022-12-25T05:03:04Z,sms
1316,ROYALHOUSE,10443,unblock,2022-12-25T05:38:59Z,2022-12-25T05:38:59Z,sms
1317,Potters B,10470,unblock,2022-12-26T03:57:42Z,2022-12-26T03:57:42Z,sms
1318,Socialtym,8415,unblock,2022-12-29T20:30:48Z,2022-12-29T20:30:48Z,sms
1319,Hotproperty,7393,unblock,2022-12-29T20:49:28Z,2022-12-29T20:49:28Z,sms
1320,Markketime,7393,unblock,2022-12-29T20:55:09Z,2022-12-29T20:55:09Z,sms
1321,HomiTV,10477,unblock,2022-12-30T10:28:48Z,2022-12-30T10:28:48Z,sms
1322,ALEX-Prefos,10481,unblock,2022-12-31T18:11:34Z,2022-12-31T18:11:34Z,sms
1323,GNA MGT,7284,pending,2023-01-01T17:51:24Z,2023-01-01T17:51:24Z,sms
